"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
24.5,137,104,-4.97251413268296
24.5,137,105,-5.06376292931775
24.5,137,106,-5.15417295045979
24.5,137,107,-5.24387799541233
24.5,137,108,-5.33301497754172
24.5,137,109,-5.42172337497909
24.5,137,110,-5.51014465913625
24.5,137,111,-5.59842170079832
24.5,137,112,-5.68669815307173
24.5,137,113,-5.77511780990411
24.5,137,114,-5.86382393825629
24.5,137,115,-5.95295858130591
24.5,137,116,-6.04266182930873
24.5,137,117,-6.13307105395001
24.5,137,118,-6.22432010120407
24.5,137,119,-6.31653843690348
24.5,137,120,-6.4098502384261
24.5,137,121,-6.50437342516753
24.5,137,122,-6.60021861981283
24.5,137,123,-6.69748803189822
24.5,137,124,-6.79627425481153
24.5,137,125,-6.8966589672835
24.5,137,126,-6.99871153064537
24.5,137,127,-7.10248747376738
24.5,137,128,-7.20802685875603
24.5,137,129,-7.31535252231265
24.5,137,130,-7.42446819029542
24.5,137,131,-7.53535646666567
24.5,137,132,-7.64797670283844
24.5,137,133,-7.76226275972233
24.5,137,134,-7.87812068265471
24.5,137,135,-7.99542631924392
24.5,137,136,-8.11402292201647
24.5,137,137,-8.23371879186863
24.5,137,138,-8.35428503465948
24.5,137,139,-8.47545352170495
24.5,137,140,-8.5969151650387
24.5,137,141,-8.71831863935482
24.5,137,142,-8.83926970336798
24.5,137,143,-8.95933129222671
24.5,137,144,-9.0780245673254
24.5,137,145,-9.19483111752336
24.5,137,146,-9.30919650303635
24.5,137,147,-9.42053531646615
24.5,137,148,-9.52823790099912
24.5,137,149,-9.63167881078563
24.5,137,150,-9.73022702128652
24.5,137,151,-9.82325779846098
24.5,137,152,-9.91016601850196
24.5,137,153,-9.99038060130346
24.5,137,154,-10.0633795914552
24.5,137,155,-10.1287053038352
24.5,137,156,-10.1859788620612
24.5,137,157,-10.2349134120744
24.5,137,158,-10.2753253019467
24.5,137,159,-10.3071425891272
24.5,137,160,-10.3304103667691
24.5,137,161,-10.3452925821714
24.5,137,162,-10.3520702358224
24.5,137,163,-10.3511360767688
24.5,137,164,-10.3429861249509
24.5,137,165,-10.3282085315554
24.5,137,166,-10.3074704175828
24.5,137,167,-10.2815033995564
24.5,137,168,-10.2510885187988
24.5,137,169,-10.217041243607
24.5,137,170,-10.1801971240484
24.5,137,171,-10.1413985619086
24.5,137,172,-10.1014830287736
24.5,137,173,-10.0612729367774
24.5,137,174,-10.0215672496005
24.5,137,175,-9.98313482265399
24.5,137,176,-9.94670938438043
24.5,137,177,-9.91298601568011
24.5,137,178,-9.88261894995157
24.5,137,179,-9.85622049911703
24.5,137,180,-9.83436090767323
24.5,138,0,7.05927299163272
24.5,138,1,7.04642621009031
24.5,138,2,7.02987217302609
24.5,138,3,7.0096135212348
24.5,138,4,6.98565521238929
24.5,138,5,6.95800448585947
24.5,138,6,6.92667082485414
24.5,138,7,6.89166591633404
24.5,138,8,6.85300360916874
24.5,138,9,6.81069987103257
24.5,138,10,6.7647727445576
24.5,138,11,6.71524230328147
24.5,138,12,6.66213060794734
24.5,138,13,6.60546166372899
24.5,138,14,6.54526137896723
24.5,138,15,6.48155752601328
24.5,138,16,6.41437970477879
24.5,138,17,6.34375930959117
24.5,138,18,6.26972949994535
24.5,138,19,6.19232517572757
24.5,138,20,6.1115829574638
24.5,138,21,6.02754117211263
24.5,138,22,5.94023984488067
24.5,138,23,5.84972069748558
24.5,138,24,5.75602715322921
24.5,138,25,5.65920434916907
24.5,138,26,5.5592991555915
24.5,138,27,5.45636020289476
24.5,138,28,5.35043791588408
24.5,138,29,5.24158455536623
24.5,138,30,5.12985426680712
24.5,138,31,5.01530313568509
24.5,138,32,4.8979892490363
24.5,138,33,4.77797276254662
24.5,138,34,4.65531597240222
24.5,138,35,4.53008339096603
24.5,138,36,4.40234182520619
24.5,138,37,4.27216045666386
24.5,138,38,4.13961092161641
24.5,138,39,4.00476738996891
24.5,138,40,3.86770664129515
24.5,138,41,3.72850813635117
24.5,138,42,3.58725408230188
24.5,138,43,3.44402948983743
24.5,138,44,3.29892222031192
24.5,138,45,3.15202302101588
24.5,138,46,3.00342554669641
24.5,138,47,2.85322636546737
24.5,138,48,2.70152494730769
24.5,138,49,2.54842363342946
24.5,138,50,2.39402758490977
24.5,138,51,2.23844470912248
24.5,138,52,2.08178556267574
24.5,138,53,1.92416322976092
24.5,138,54,1.76569317504373
24.5,138,55,1.60649307047959
24.5,138,56,1.44668259570932
24.5,138,57,1.28638321198399
24.5,138,58,1.12571790987705
24.5,138,59,0.964810931361504
24.5,138,60,0.803787467155633
24.5,138,61,0.642773330566419
24.5,138,62,0.48189460937913
24.5,138,63,0.321277297647738
24.5,138,64,0.161046909527324
24.5,138,65,0.00132807754971308
24.5,138,66,-0.157755862029863
24.5,138,67,-0.316083293998871
24.5,138,68,-0.473534756106193
24.5,138,69,-0.629993375076932
24.5,138,70,-0.785345303620399
24.5,138,71,-0.939480155333757
24.5,138,72,-1.09229143445882
24.5,138,73,-1.2436769575529
24.5,138,74,-1.39353926428078
24.5,138,75,-1.54178601471849
24.5,138,76,-1.68833037077275
24.5,138,77,-1.83309135955379
24.5,138,78,-1.97599421678465
24.5,138,79,-2.11697070857696
24.5,138,80,-2.25595943014204
24.5,138,81,-2.3929060802283
24.5,138,82,-2.52776371027387
24.5,138,83,-2.66049294743071
24.5,138,84,-2.79106219075059
24.5,138,85,-2.91944777992135
24.5,138,86,-3.04563413600573
24.5,138,87,-3.16961387366807
24.5,138,88,-3.29138788438101
24.5,138,89,-3.41096539009277
24.5,138,90,-3.52836396681455
24.5,138,91,-3.64360953756513
24.5,138,92,-3.75673633409647
24.5,138,93,-3.8677868268272
24.5,138,94,-3.97681162243958
24.5,138,95,-4.08386932865285
24.5,138,96,-4.18902638577729
24.5,138,97,-4.29235686477775
24.5,138,98,-4.39394223173064
24.5,138,99,-4.49387107873984
24.5,138,100,-4.59223882157587
24.5,138,101,-4.68914736450884
24.5,138,102,-4.78470473300782
24.5,138,103,-4.87902467516274
24.5,138,104,-4.97222623283698
24.5,138,105,-5.0644332836647
24.5,138,106,-5.15577405505451
24.5,138,107,-5.2463806113376
24.5,138,108,-5.33638831509536
24.5,138,109,-5.4259352635106
24.5,138,110,-5.51516170030333
24.5,138,111,-5.60420940343524
24.5,138,112,-5.69322104829692
24.5,138,113,-5.78233954553403
24.5,138,114,-5.87170735202804
24.5,138,115,-5.96146575283699
24.5,138,116,-6.05175411113134
24.5,138,117,-6.14270908234839
24.5,138,118,-6.23446378795288
24.5,138,119,-6.32714694335428
24.5,138,120,-6.42088193371934
24.5,138,121,-6.51578583066205
24.5,138,122,-6.61196834212979
24.5,138,123,-6.70953068727731
24.5,138,124,-6.80856438778242
24.5,138,125,-6.90914996697291
24.5,138,126,-7.01135554837951
24.5,138,127,-7.1152353459986
24.5,138,128,-7.22082803975051
24.5,138,129,-7.3281550314885
24.5,138,130,-7.43721857960118
24.5,138,131,-7.54799981393681
24.5,138,132,-7.66045663765766
24.5,138,133,-7.77452152892045
24.5,138,134,-7.89009926319738
24.5,138,135,-8.00706458681197
24.5,138,136,-8.12525988404528
24.5,138,137,-8.24449289408288
24.5,138,138,-8.36453455011965
24.5,138,139,-8.4851170309401
24.5,138,140,-8.60593213482187
24.5,138,141,-8.72663010590916
24.5,138,142,-8.84681906308989
24.5,138,143,-8.96606519920312
24.5,138,144,-9.08389393186546
24.5,138,145,-9.19979219355154
24.5,138,146,-9.31321204454925
24.5,138,147,-9.42357577454676
24.5,138,148,-9.53028262352713
24.5,138,149,-9.6327171976398
24.5,138,150,-9.73025957941352
24.5,138,151,-9.8222970348043
24.5,138,152,-9.90823710568613
24.5,138,153,-9.98752175236116
24.5,138,154,-10.0596420867388
24.5,138,155,-10.1241531260723
24.5,138,156,-10.1806879141173
24.5,138,157,-10.2289703153653
24.5,138,158,-10.2688257997762
24.5,138,159,-10.3001896059861
24.5,138,160,-10.3231117989505
24.5,138,161,-10.337758914138
24.5,138,162,-10.3444120883316
24.5,138,163,-10.3434617955051
24.5,138,164,-10.3353995121562
24.5,138,165,-10.3208068088942
24.5,138,166,-10.3003424881843
24.5,138,167,-10.2747284533851
24.5,138,168,-10.2447350009117
24.5,138,169,-10.2111661818859
24.5,138,170,-10.1748457935158
24.5,138,171,-10.1366044478988
24.5,138,172,-10.0972680414483
24.5,138,173,-10.05764782456
24.5,138,174,-10.018532158389
24.5,138,175,-9.98067995026599
24.5,138,176,-9.94481568457748
24.5,138,177,-9.91162591238224
24.5,138,178,-9.88175702906938
24.5,138,179,-9.85581415218002
24.5,138,180,-9.83436090767323
24.5,139,0,7.05927299163272
24.5,139,1,7.04667230851714
24.5,139,2,7.03036973879605
24.5,139,3,7.01036810426594
24.5,139,4,6.98667254812321
24.5,139,5,6.95929049990305
24.5,139,6,6.92823163764871
24.5,139,7,6.89350784774872
24.5,139,8,6.85513318290325
24.5,139,9,6.81312381870403
24.5,139,10,6.76749800933434
24.5,139,11,6.71827604291628
24.5,139,12,6.66548019705163
24.5,139,13,6.60913469511912
24.5,139,14,6.54926566390472
24.5,139,15,6.48590109315142
24.5,139,16,6.41907079762022
24.5,139,17,6.34880638225375
24.5,139,18,6.27514121102766
24.5,139,19,6.19811038006085
24.5,139,20,6.11775069553361
24.5,139,21,6.03410065693195
24.5,139,22,5.94720044609597
24.5,139,23,5.85709192249908
24.5,139,24,5.76381862512397
24.5,139,25,5.66742578122903
24.5,139,26,5.5679603222161
24.5,139,27,5.4654709067171
24.5,139,28,5.36000795091364
24.5,139,29,5.25162366599088
24.5,139,30,5.14037210250588
24.5,139,31,5.02630920132192
24.5,139,32,4.90949285062693
24.5,139,33,4.7899829484151
24.5,139,34,4.66784146967103
24.5,139,35,4.54313253735535
24.5,139,36,4.41592249615154
24.5,139,37,4.28627998780031
24.5,139,38,4.15427602671991
24.5,139,39,4.01998407449225
24.5,139,40,3.88348011168806
24.5,139,41,3.74484270541087
24.5,139,42,3.60415307086277
24.5,139,43,3.46149512517617
24.5,139,44,3.31695553171787
24.5,139,45,3.17062373305542
24.5,139,46,3.02259197078409
24.5,139,47,2.87295529044604
24.5,139,48,2.72181152983314
24.5,139,49,2.56926128905191
24.5,139,50,2.41540788084387
24.5,139,51,2.26035725979658
24.5,139,52,2.10421792925047
24.5,139,53,1.94710082490126
24.5,139,54,1.78911917431852
24.5,139,55,1.63038833184223
24.5,139,56,1.47102558858147
24.5,139,57,1.31114995751702
24.5,139,58,1.15088193399928
24.5,139,59,0.990343232230428
24.5,139,60,0.829656498618985
24.5,139,61,0.668945003191013
24.5,139,62,0.508332310528781
24.5,139,63,0.34794193197873
24.5,139,64,0.187896961119671
24.5,139,65,0.0283196947039673
24.5,139,66,-0.130668758527475
24.5,139,67,-0.28894887860506
24.5,139,68,-0.446403142005285
24.5,139,69,-0.602916433516548
24.5,139,70,-0.758376459553431
24.5,139,71,-0.912674160203947
24.5,139,72,-1.06570411736429
24.5,139,73,-1.21736495642558
24.5,139,74,-1.36755973912097
24.5,139,75,-1.51619634531341
24.5,139,76,-1.66318784169529
24.5,139,77,-1.80845283557311
24.5,139,78,-1.95191581211365
24.5,139,79,-2.09350745362338
24.5,139,80,-2.23316493961191
24.5,139,81,-2.37083222654487
24.5,139,82,-2.50646030631605
24.5,139,83,-2.6400074425589
24.5,139,84,-2.77143938397101
24.5,139,85,-2.90072955384355
24.5,139,86,-3.02785921497307
24.5,139,87,-3.1528176090916
24.5,139,88,-3.27560206988956
24.5,139,89,-3.39621810863472
24.5,139,90,-3.51467947131881
24.5,139,91,-3.63100816620262
24.5,139,92,-3.74523446059091
24.5,139,93,-3.85739684566021
24.5,139,94,-3.96754196819215
24.5,139,95,-4.07572452814004
24.5,139,96,-4.18200714107727
24.5,139,97,-4.28646016474442
24.5,139,98,-4.38916148912288
24.5,139,99,-4.49019628970985
24.5,139,100,-4.58965674394278
24.5,139,101,-4.68764171100824
24.5,139,102,-4.78425637555631
24.5,139,103,-4.87961185611107
24.5,139,104,-4.97382477920439
24.5,139,105,-5.06701682044736
24.5,139,106,-5.15931421387749
24.5,139,107,-5.25084723096451
24.5,139,108,-5.34174963061469
24.5,139,109,-5.43215808137261
24.5,139,110,-5.52221155677605
24.5,139,111,-5.61205070447154
24.5,139,112,-5.70181718924722
24.5,139,113,-5.79165300959035
24.5,139,114,-5.88169978673696
24.5,139,115,-5.97209802446335
24.5,139,116,-6.06298633708621
24.5,139,117,-6.15450064230913
24.5,139,118,-6.24677331469773
24.5,139,119,-6.33993229470905
24.5,139,120,-6.43410014736993
24.5,139,121,-6.52939306392768
24.5,139,122,-6.62591979912257
24.5,139,123,-6.72378053620064
24.5,139,124,-6.82306567145174
24.5,139,125,-6.92385450998542
24.5,139,126,-7.02621386472521
24.5,139,127,-7.13019655130091
24.5,139,128,-7.23583977276112
24.5,139,129,-7.34316338994291
24.5,139,130,-7.4521680760741
24.5,139,131,-7.56283335791837
24.5,139,132,-7.67511555069543
24.5,139,133,-7.7889456003231
24.5,139,134,-7.9042268544447
24.5,139,135,-8.0208327934208
24.5,139,136,-8.13860476414017
24.5,139,137,-8.25734977323073
24.5,139,138,-8.37683841200095
24.5,139,139,-8.49680300301214
24.5,139,140,-8.61693607712091
24.5,139,141,-8.73688930936062
24.5,139,142,-8.85627306095787
24.5,139,143,-8.97465669143254
24.5,139,144,-9.09156981690566
24.5,139,145,-9.20650469572502
24.5,139,146,-9.31891991718432
24.5,139,147,-9.42824555013548
24.5,139,148,-9.5338898725193
24.5,139,149,-9.6352477478061
24.5,139,150,-9.73171063892541
24.5,139,151,-9.8226781554221
24.5,139,152,-9.90757091898143
24.5,139,153,-9.98584441295989
24.5,139,154,-10.0570033631577
24.5,139,155,-10.1206160923686
24.5,139,156,-10.17632821413
24.5,139,157,-10.2238749948296
24.5,139,158,-10.2630917282234
24.5,139,159,-10.2939215376017
24.5,139,160,-10.3164201465748
24.5,139,161,-10.3307573305174
24.5,139,162,-10.3372149612552
24.5,139,163,-10.3361817671799
24.5,139,164,-10.3281451278308
24.5,139,165,-10.313680386239
24.5,139,166,-10.2934382791611
24.5,139,167,-10.2681311467842
24.5,139,168,-10.2385185890716
24.5,139,169,-10.2053931917985
24.5,139,170,-10.1695668624762
24.5,139,171,-10.1318582083015
24.5,139,172,-10.0930812687742
24.5,139,173,-10.0540357969017
24.5,139,174,-10.0154991744577
24.5,139,175,-9.97821995482366
24.5,139,176,-9.94291295469473
24.5,139,177,-9.91025576387849
24.5,139,178,-9.88088650914797
24.5,139,179,-9.85540269096968
24.5,139,180,-9.83436090767323
24.5,140,0,7.05927299163272
24.5,140,1,7.04692167620198
24.5,140,2,7.03087382793102
24.5,140,3,7.01113244086149
24.5,140,4,6.98770283316246
24.5,140,5,6.96059261221782
24.5,140,6,6.92981163686166
24.5,140,7,6.895371977188
24.5,140,8,6.85728787238478
24.5,140,9,6.81557568706473
24.5,140,10,6.77025386658826
24.5,140,11,6.72134289189388
24.5,140,12,6.66886523437136
24.5,140,13,6.61284531132958
24.5,140,14,6.55330944262529
24.5,140,15,6.49028580902949
24.5,140,16,6.42380441291448
24.5,140,17,6.35389704184509
24.5,140,18,6.28059723565244
24.5,140,19,6.20394025755591
24.5,140,20,6.12396306987852
24.5,140,21,6.0407043148714
24.5,140,22,5.95420430112462
24.5,140,23,5.86450499599218
24.5,140,24,5.77165002440017
24.5,140,25,5.67568467433682
24.5,140,26,5.57665590924245
24.5,140,27,5.47461238742637
24.5,140,28,5.36960448853645
24.5,140,29,5.26168434699695
24.5,140,30,5.15090589221119
24.5,140,31,5.03732489520044
24.5,140,32,4.92099902121853
24.5,140,33,4.80198788774703
24.5,140,34,4.68035312713814
24.5,140,35,4.55615845303572
24.5,140,36,4.42946972956949
24.5,140,37,4.30035504218731
24.5,140,38,4.16888476886694
24.5,140,39,4.0351316503343
24.5,140,40,3.89917085781307
24.5,140,41,3.76108005674198
24.5,140,42,3.62093946482403
24.5,140,43,3.47883190271854
24.5,140,44,3.33484283565364
24.5,140,45,3.18906040422591
24.5,140,46,3.04157544266691
24.5,140,47,2.89248148289365
24.5,140,48,2.74187474272408
24.5,140,49,2.5898540967282
24.5,140,50,2.43652102830203
24.5,140,51,2.28197956169407
24.5,140,52,2.12633617288199
24.5,140,53,1.96969967838863
24.5,140,54,1.81218110134114
24.5,140,55,1.65389351431001
24.5,140,56,1.49495185871531
24.5,140,57,1.3354727408507
24.5,140,58,1.17557420484744
24.5,140,59,1.01537548317697
24.5,140,60,0.854996725565392
24.5,140,61,0.694558707461772
24.5,140,62,0.534182519458029
24.5,140,63,0.373989239296789
24.5,140,64,0.214099588317665
24.5,140,65,0.0546335743786518
24.5,140,66,-0.104289876558812
24.5,140,67,-0.262553297877253
24.5,140,68,-0.420041066404512
24.5,140,69,-0.576639790757069
24.5,140,70,-0.732238701521823
24.5,140,71,-0.886730040921329
24.5,140,72,-1.04000944969315
24.5,140,73,-1.19197634903216
24.5,140,74,-1.34253431558874
24.5,140,75,-1.49159144767915
24.5,140,76,-1.63906072103769
24.5,140,77,-1.78486033261491
24.5,140,78,-1.92891403109317
24.5,140,79,-2.07115143294037
24.5,140,80,-2.21150832294824
24.5,140,81,-2.34992693829427
24.5,140,82,-2.48635623522385
24.5,140,83,-2.62075213746593
24.5,140,84,-2.75307776547431
24.5,140,85,-2.88330364552667
24.5,140,86,-3.01140789762292
24.5,140,87,-3.13737640100805
24.5,140,88,-3.26120293601401
24.5,140,89,-3.38288930078038
24.5,140,90,-3.50244540128729
24.5,140,91,-3.61988931302899
24.5,140,92,-3.73524731258415
24.5,140,93,-3.84855387731053
24.5,140,94,-3.95985165141583
24.5,140,95,-4.0691913767393
24.5,140,96,-4.1766317867219
24.5,140,97,-4.28223946224792
24.5,140,98,-4.38608864830022
24.5,140,99,-4.48826103067956
24.5,140,100,-4.58884547238191
24.5,140,101,-4.68793770959253
24.5,140,102,-4.7856400076258
24.5,140,103,-4.88206077749536
24.5,140,104,-4.97731415412272
24.5,140,105,-5.07151953746499
24.5,140,106,-5.16480109804544
24.5,140,107,-5.25728724849082
24.5,140,108,-5.34911008270077
24.5,140,109,-5.44040478419096
24.5,140,110,-5.53130900495352
24.5,140,111,-5.62196221586577
24.5,140,112,-5.71250502925142
24.5,140,113,-5.80307849366312
24.5,140,114,-5.89382336032042
24.5,140,115,-5.98487931991559
24.5,140,116,-6.07638420770714
24.5,140,117,-6.16847317397674
24.5,140,118,-6.26127781605217
24.5,140,119,-6.35492526722313
24.5,140,120,-6.44953723702824
24.5,140,121,-6.54522899660518
24.5,140,122,-6.64210830211184
24.5,140,123,-6.74027424869177
24.5,140,124,-6.83981604712724
24.5,140,125,-6.9408117152645
24.5,140,126,-7.04332667658538
24.5,140,127,-7.14741225903106
24.5,140,128,-7.25310408846675
24.5,140,129,-7.36042037313912
24.5,140,130,-7.46936007826839
24.5,140,131,-7.57990099370416
24.5,140,132,-7.69199770253995
24.5,140,133,-7.80557946492465
24.5,140,134,-7.9205480392256
24.5,140,135,-8.0367754723691
24.5,140,136,-8.1541019027533
24.5,140,137,-8.27233343266088
24.5,140,138,-8.39124014254473
24.5,140,139,-8.51055433668626
24.5,140,140,-8.62996912805836
24.5,140,141,-8.74913748896093
24.5,140,142,-8.86767191193627
24.5,140,143,-8.98514484094906
24.5,140,144,-9.10109004366395
24.5,140,145,-9.21500509923496
24.5,140,146,-9.32635516932094
24.5,140,147,-9.43457819990819
24.5,140,148,-9.53909166501474
24.5,140,149,-9.63930090826025
24.5,140,150,-9.73460906375016
24.5,140,151,-9.82442844491145
24.5,140,152,-9.90819318263656
24.5,140,153,-9.9853727791579
24.5,140,154,-10.0554861312703
24.5,140,155,-10.1181154779742
24.5,140,156,-10.1729196565329
24.5,140,157,-10.2196460197522
24.5,140,158,-10.2581403854764
24.5,140,159,-10.2883544612779
24.5,140,160,-10.3103503109527
24.5,140,161,-10.3243015955593
24.5,140,162,-10.3304915149712
24.5,140,163,-10.3293075767355
24.5,140,164,-10.3212335067627
24.5,140,165,-10.3068387723453
24.5,140,166,-10.2867662983475
24.5,140,167,-10.2617190148314
24.5,140,168,-10.2324458785935
24.5,140,169,-10.1997279680573
24.5,140,170,-10.1643651711687
24.5,140,171,-10.127163882225
24.5,140,172,-10.0889260089897
24.5,140,173,-10.0504394775941
24.5,140,174,-10.0124703186062
24.5,140,175,-9.9757563292356
24.5,140,176,-9.94100223696138
24.5,140,177,-9.9088762394633
24.5,140,178,-9.88000776328984
24.5,140,179,-9.85498626671686
24.5,140,180,-9.83436090767323
24.5,141,0,7.05927299163272
24.5,141,1,7.0471742347711
24.5,141,2,7.03138427705556
24.5,141,3,7.01190627573845
24.5,141,4,6.98874571317033
24.5,141,5,6.961910362064
24.5,141,6,6.93141024783471
24.5,141,7,6.89725760843117
24.5,141,8,6.8594668520957
24.5,141,9,6.81805451351391
24.5,141,10,6.77303920883726
24.5,141,11,6.72444159008197
24.5,141,12,6.6722842994275
24.5,141,13,6.61659192395528
24.5,141,14,6.55739095138282
24.5,141,15,6.49470972735951
24.5,141,16,6.42857841489756
24.5,141,17,6.35902895651309
24.5,141,18,6.28609503964816
24.5,141,19,6.20981206593311
24.5,141,20,6.1302171248299
24.5,141,21,6.04734897216878
24.5,141,22,5.9612480140542
24.5,141,23,5.87195629656825
24.5,141,24,5.77951750164308
24.5,141,25,5.68397694940565
24.5,141,26,5.58538160721953
24.5,141,27,5.4837801055601
24.5,141,28,5.37922276076044
24.5,141,29,5.27176160455754
24.5,141,30,5.16145042025239
24.5,141,31,5.04834478517476
24.5,141,32,4.93250211901478
24.5,141,33,4.81398173745144
24.5,141,34,4.69284491037413
24.5,141,35,4.56915492385935
24.5,141,36,4.44297714493335
24.5,141,37,4.31437908802483
24.5,141,38,4.18343048189213
24.5,141,39,4.05020333569941
24.5,141,40,3.91477200281807
24.5,141,41,3.77721324084581
24.5,141,42,3.63760626626827
24.5,141,43,3.49603280213934
24.5,141,44,3.35257711712762
24.5,141,45,3.2073260542703
24.5,141,46,3.06036904779243
24.5,141,47,2.91179812639153
24.5,141,48,2.76170790145377
24.5,141,49,2.61019553876053
24.5,141,50,2.45736071236162
24.5,141,51,2.30330553943391
24.5,141,52,2.14813449511047
24.5,141,53,1.99195430645315
24.5,141,54,1.83487382495023
24.5,141,55,1.67700387714573
24.5,141,56,1.51845709324654
24.5,141,57,1.35934771380287
24.5,141,58,1.19979137481258
24.5,141,59,1.03990487185663
24.5,141,60,0.879805904124389
24.5,141,61,0.719612799431036
24.5,141,62,0.559444221556635
24.5,141,63,0.39941886144442
24.5,141,64,0.239655113978089
24.5,141,65,0.0802707422104948
24.5,141,66,-0.0786174689654759
24.5,141,67,-0.236894067631059
24.5,141,68,-0.394445296025024
24.5,141,69,-0.551159455976539
24.5,141,70,-0.706927276502141
24.5,141,71,-0.861642281551259
24.5,141,72,-1.01520115598671
24.5,141,73,-1.16750410801411
24.5,141,74,-1.31845522642111
24.5,141,75,-1.46796283114485
24.5,141,76,-1.61593981584616
24.5,141,77,-1.76230398132085
24.5,141,78,-1.90697835871446
24.5,141,79,-2.04989152161712
24.5,141,80,-2.19097788619184
24.5,141,81,-2.33017799852811
24.5,141,82,-2.46743880840708
24.5,141,83,-2.60271392861481
24.5,141,84,-2.73596387884635
24.5,141,85,-2.86715631311052
24.5,141,86,-2.99626622937861
24.5,141,87,-3.12327616003116
24.5,141,88,-3.24817634145471
24.5,141,89,-3.37096486094052
24.5,141,90,-3.49164777885185
24.5,141,91,-3.61023922387168
24.5,141,92,-3.72676145903073
24.5,141,93,-3.84124491616063
24.5,141,94,-3.95372819642624
24.5,141,95,-4.06425803467451
24.5,141,96,-4.17288922549455
24.5,141,97,-4.27968450911707
24.5,141,98,-4.38471441558308
24.5,141,99,-4.48805706597494
24.5,141,100,-4.58979792991211
24.5,141,101,-4.69002953895443
24.5,141,102,-4.78885115600795
24.5,141,103,-4.88636840127054
24.5,141,104,-4.9826928356674
24.5,141,105,-5.07794150308581
24.5,141,106,-5.17223643300764
24.5,141,107,-5.26570410533592
24.5,141,108,-5.35847487930615
24.5,141,109,-5.45068238835065
24.5,141,110,-5.54246290263921
24.5,141,111,-5.63395466074747
24.5,141,112,-5.72529717150809
24.5,141,113,-5.81663048658391
24.5,141,114,-5.9080944436769
24.5,141,115,-5.99982787956597
24.5,141,116,-6.09196781136719
24.5,141,117,-6.18464858355388
24.5,141,118,-6.27800097738524
24.5,141,119,-6.37215127849856
24.5,141,120,-6.4672202975554
24.5,141,121,-6.5633223380309
24.5,141,122,-6.66056410454181
24.5,141,123,-6.75904354457093
24.5,141,124,-6.85884861611969
24.5,141,125,-6.96005597377582
24.5,141,126,-7.06272956599505
24.5,141,127,-7.16691913716139
24.5,141,128,-7.27265862931459
24.5,141,129,-7.37996448044683
24.5,141,130,-7.48883381911458
24.5,141,131,-7.59924255895233
24.5,141,132,-7.71114340168721
24.5,141,133,-7.82446376362679
24.5,141,134,-7.9391036485087
24.5,141,135,-8.05493349922742
24.5,141,136,-8.17179207241186
24.5,141,137,-8.28948439316155
24.5,141,138,-8.40777986238021
24.5,141,139,-8.52641060581567
24.5,141,140,-8.64507017161946
24.5,141,141,-8.76341270115773
24.5,141,142,-8.8810527147244
24.5,141,143,-8.99756566807211
24.5,141,144,-9.112489445157
24.5,141,145,-9.22532695462499
24.5,141,146,-9.3355499894583
24.5,141,147,-9.4426044878716
24.5,141,148,-9.54591729627711
24.5,141,149,-9.64490447997257
24.5,141,150,-9.73898115354492
24.5,141,151,-9.82757271221928
24.5,141,152,-9.91012724145293
24.5,141,153,-9.98612877176827
24.5,141,154,-10.0551109386868
24.5,141,155,-10.1166705153306
24.5,141,156,-10.1704802203177
24.5,141,157,-10.2163001776
24.5,141,158,-10.253987426493
24.5,141,159,-10.2835029530625
24.5,141,160,-10.3049158357044
24.5,141,161,-10.3184042590426
24.5,141,162,-10.3242533362662
24.5,141,163,-10.3228498720966
24.5,141,164,-10.3146743771453
24.5,141,165,-10.3002907919976
24.5,141,166,-10.280334483045
24.5,141,167,-10.2554991252526
24.5,141,168,-10.2265230896379
24.5,141,169,-10.1941759110582
24.5,141,170,-10.1592453349636
24.5,141,171,-10.1225253422491
24.5,141,172,-10.0848054415994
24.5,141,173,-10.0468614097257
24.5,141,174,-10.009447560152
24.5,141,175,-9.97329053640395
24.5,141,176,-9.93908455845429
24.5,141,177,-9.90748800264358
24.5,141,178,-9.87912116378493
24.5,141,179,-9.85456503145659
24.5,141,180,-9.83436090767323
24.5,142,0,7.05927299163272
24.5,142,1,7.0474299048887
24.5,142,2,7.03190092091238
24.5,142,3,7.01268935088744
24.5,142,4,6.98980083035551
24.5,142,5,6.96324328468496
24.5,142,6,6.93302689155433
24.5,142,7,6.89916404085341
24.5,142,8,6.86166929242808
24.5,142,9,6.82055933211721
24.5,142,10,6.77585292655222
24.5,142,11,6.72757087721046
24.5,142,12,6.67573597423323
24.5,142,13,6.62037295053696
24.5,142,14,6.56150843676104
24.5,142,15,6.49917091760751
24.5,142,16,6.43339069013582
24.5,142,17,6.364199824578
24.5,142,18,6.29163212823702
24.5,142,19,6.21572311302062
24.5,142,20,6.13650996714554
24.5,142,21,6.0540315315208
24.5,142,22,5.96832828128351
24.5,142,23,5.87944231291558
24.5,142,24,5.78741733731424
24.5,142,25,5.692298679124
24.5,142,26,5.59413328256114
24.5,142,27,5.49296972387578
24.5,142,28,5.38885823050034
24.5,142,29,5.28185070682797
24.5,142,30,5.17200076645151
24.5,142,31,5.05936377057331
24.5,142,32,4.94399687217101
24.5,142,33,4.82595906537499
24.5,142,34,4.7053112393829
24.5,142,35,4.58211623610571
24.5,142,36,4.45643891061217
24.5,142,37,4.32834619331525
